,Alias,Software_Package,Identifier,Highlight,Citation,Bibcode,Alternate_Bibcode,BibGroup,Publisher,Article_ID,DOI,Pub_Year,Pub_Date,Author,Title
1424,AstroPy,Astropy,0,"development, that is based on code developed out of the <em>astropy</em> project (Robitaille, Tollerud, Greenfield,",True,2014ASInC..11....7B,2014arXiv1406.4887B,,Astronomical Society of India Conference Series,2014arXiv1406.4887B|2014ASInC..11....7B|arXiv:1406.4887|2014arXiv1406.4887B,,2014,2014-00-00,"Burgasser, Adam J.","The SpeX Prism Library: 1000+ low-resolution, near-infrared spectra of ultracool M, L, T and Y dwarfs"
1425,AstroPy,Astropy,0,"ecosystem. Our implementation uses SciPy for integration, <em>AstroPy</em> for handling celestial coordinate systems",False,2014arXiv1407.1783Z,,,arXiv e-prints,2014arXiv1407.1783Z|arXiv:1407.1783,,2014,2014-07-00,"ZuHone, John A.",Simulating X-ray Observations with Python
1426,AstroPy,Astropy,0,"-Newton and Swift data. We also used Python software packages <em>(Astropy,</em> Scipy&#x2F;Numpy, and Matplotlib) for data",True,2017ApJ...847...44Q,2017arXiv170907562Q,XMM|Spitzer,The Astrophysical Journal,2017arXiv170907562Q|2017ApJ...847...44Q|10.3847/1538-4357/aa8728|10.3847/1538-4357/aa8728|arXiv:1709.07562|2017arXiv170907562Q,10.3847/1538-4357/aa8728,2017,2017-09-00,"Qiu, Hao",3XMM J181923.7-170616: An X-Ray Binary with a 408 s Pulsar
1427,AstroPy,Astropy,0,imaging telescope at FLWO and were de-biased&#x2F;flat-fielded using <em>astropy</em> packages. Photometry,False,2017ApJ...835L...8N,2016arXiv161106993N,HST|CfA,The Astrophysical Journal,2016arXiv161106993N|10.3847/2041-8213/aa56c5|2017ApJ...835L...8N|10.3847/2041-8213/aa56c5|2016arXiv161106993N|arXiv:1611.06993,10.3847/2041-8213/aa56c5,2017,2017-01-00,"Nicholl, M.",An Ultraviolet Excess in the Superluminous Supernova Gaia16apd Reveals a Powerful Central Engine
1428,AstroPy,Astropy,0,and the appropriate radius for aperture photometry. We then used the <em>Astropy</em>-affiliated package photutils to measure,False,2016ApJ...826..191H,2016arXiv160604959H,Spitzer|HST,The Astrophysical Journal,2016arXiv160604959H|10.3847/0004-637X/826/2/191|2016ApJ...826..191H|2016arXiv160604959H|10.3847/0004-637X/826/2/191|arXiv:1606.04959,10.3847/0004-637X/826/2/191,2016,2016-08-00,"Humphreys, Roberta M.",Multiple Outflows in the Giant Eruption of a Massive Star
1429,AstroPy,Astropy,0,"instrument photutils (an associated package of <em>astropy;</em> Bradley et al. 2016), which provides similar",True,2018ApJ...853...81C,2017arXiv171204110C,HST,The Astrophysical Journal,2017arXiv171204110C|2018ApJ...853...81C|10.3847/1538-4357/aaa196|arXiv:1712.04110|2017arXiv171204110C|10.3847/1538-4357/aaa196,10.3847/1538-4357/aaa196,2018,2018-01-00,"Chaikin, Evgenii A.",Observing Galaxy Mergers at the Epoch of Reionization
1430,AstroPy,Astropy,0,with the <em>astropy</em>.cosmology package with a flat CDM model with H0 = 70 km s1 Mpc1 and M = 0.3. 2 Comparing,False,2018A&A...610A..58A,2017arXiv171106122A,,Astronomy and Astrophysics,2017arXiv171106122A|2018A&A...610A..58A|10.1051/0004-6361/201731875|2017arXiv171106122A|10.1051/0004-6361/201731875|arXiv:1711.06122,10.1051/0004-6361/201731875,2018,2018-02-00,"Atteia, J. -L.",Comparing the birth rate of stellar black holes in binary black hole mergers and long gamma-ray bursts
1431,AstroPy,Astropy,0,the HEALPix files in python using healpy and <em>astropy</em> (Robitaille et al. 2013). We consider the 99percnt,True,2017ApJ...838...46S,2016arXiv161007154S,NOAO,The Astrophysical Journal,2016arXiv161007154S|2017ApJ...838...46S|10.3847/1538-4357/aa62a4|2016arXiv161007154S|10.3847/1538-4357/aa62a4|arXiv:1610.07154,10.3847/1538-4357/aa62a4,2017,2017-03-00,"Srivastava, Varun",Geographic and Annual Influences on Optical Follow-up of Gravitational Wave Events
1432,AstroPy,Astropy,0,"and data mining built on numpy,scipy,scikit-learn,matplotlib and <em>astropy,</em> and distributed under the 3",False,2016MNRAS.460..383P,2016arXiv160407290P|2016MNRAS.tmp..772P,NOAO|ESO/Telescopes,Monthly Notices of the Royal Astronomical Society,2016arXiv160407290P|2016MNRAS.tmp..772P|2016MNRAS.460..383P|10.1093/mnras/stw1000|10.1093/mnras/stw1000|2016arXiv160407290P|2016MNRAS.tmp..772P|arXiv:1604.07290,10.1093/mnras/stw1000,2016,2016-07-00,"Piatti, Andrés E.",The VMC Survey - XXI. New star cluster candidates discovered from infrared photometry in the Small Magellanic Cloud
1433,AstroPy,Astropy,0,"contribution of tools to open source software (e.g., <em>Astropy),</em> easiness of installation, appropriate",True,2017ASPC..512....3A,2017adass..25....3A|2018ASPC..512....3A,,Astronomical Data Analysis Software and Systems XXV,2017adass..25....3A|2018ASPC..512....3A|2017ASPC..512....3A|2017adass..25....3A|2018ASPC..512....3A,,2017,2017-12-00,"Aloisi, A.",Maximizing the Science in the Era of Data-Driven Astronomy
1434,AstroPy,Astropy,0,"REFERENCES <em>Astropy</em> Collaboration, Robitaille, T. P., Tollerud, E. J., et al. 2013, A&amp;A, 558, A33 Avachat, S.",False,2017arXiv170200534L,,,arXiv e-prints,2017arXiv170200534L|arXiv:1702.00534,,2017,2017-02-00,"Li, Kunyang",The JetCurry Code. I. Reconstructing Three-Dimensional Jet Geometry from Two-Dimensional images
1435,AstroPy,Astropy,0,"scientific data processing. There are many mature scientific data packages, such as SunPy, <em>AstroPy,</em>",False,2015PASP..127..383W,,,Publications of the Astronomical Society of the Pacific,2015PASP..127..383W|10.1086/680852|10.1086/680852,10.1086/680852,2015,2015-04-00,"Wang, F.",Distributed Data-Processing Pipeline for Mingantu Ultrawide Spectral Radioheliograph
1436,AstroPy,Astropy,0,the LombScargle periodogram (Lomb 1976; Scargle 1982; <em>Astropy</em> Collaboration et al. 2013) and (ii) a Bayesian fit,True,2018ApJ...854...12C,2017arXiv170904890C,Keck,The Astrophysical Journal,2017arXiv170904890C|2018ApJ...854...12C|10.3847/1538-4357/aaa3eb|2017arXiv170904890C|10.3847/1538-4357/aaa3eb|arXiv:1709.04890,10.3847/1538-4357/aaa3eb,2018,2018-02-00,"Chu, Devin S.",Investigating the Binarity of S0-2: Implications for Its Origins and Robustness as a Probe of the Laws of Gravity around a Supermassive Black Hole
1437,AstroPy,Astropy,0,"from the <em>astropy</em> package, which implements the methods of Press &amp; Rybicki (1989); see VanderPlas 2017 for a full",True,2018arXiv180307078P,,,arXiv e-prints,2018arXiv180307078P|arXiv:1803.07078,,2018,2018-03-00,"Penoyre, Zephyr",The Dinosaur in the Detail: High Order Harmonics in the Light Curves of Eccentric Planetary Systems
1438,AstroPy,Astropy,0,as but the precise transformation and coordinate frame is implemented in Python using the <em>Astropy</em> coordinates,False,2016ApJ...824..104P,2016arXiv160106790P,,The Astrophysical Journal,2016arXiv160106790P|2016ApJ...824..104P|10.3847/0004-637X/824/2/104|arXiv:1601.06790|10.3847/0004-637X/824/2/104|2016arXiv160106790P,10.3847/0004-637X/824/2/104,2016,2016-06-00,"Price-Whelan, Adrian M.",Spending Too Much Time at the Galactic Bar: Chaotic Fanning of the Ophiuchus Stream
1439,AstroPy,Astropy,0,"for machine learning and data mining built on numpy, scipy, scikit-learn, matplotlib and <em>astropy,</em>",False,2018MNRAS.473..105P,2017arXiv170905244P,NOAO,Monthly Notices of the Royal Astronomical Society,2017arXiv170905244P|10.1093/mnras/stx2418|2018MNRAS.473..105P|10.1093/mnras/stx2418|2017arXiv170905244P|arXiv:1709.05244,10.1093/mnras/stx2418,2018,2018-01-00,"Piatti, Andrés E.",Star cluster formation history along the minor axis of the Large Magellanic Cloud
1440,AstroPy,Astropy,0,"from the images. Then, we convolve all data with the convolve_fft package <em>(Astropy</em> Collaboration et al. 2013)",True,2017ApJ...842..128K,2017arXiv170506292K,Herschel|Spitzer,The Astrophysical Journal,2017arXiv170506292K|10.3847/1538-4357/aa7265|2017ApJ...842..128K|10.3847/1538-4357/aa7265|arXiv:1705.06292|2017arXiv170506292K,10.3847/1538-4357/aa7265,2017,2017-06-00,"Kapala, Maria J.",The Survey of Lines in M31 (SLIM): The Drivers of the [C II]/TIR Variation
1441,AstroPy,Astropy,0,and the <em>Astropy</em> library within Python for various file management and convolution functions (Robitaille et al.,True,2018PASP..130a4502P,2017arXiv171100358P,,Publications of the Astronomical Society of the Pacific,2017arXiv171100358P|2018PASP..130a4502P|10.1088/1538-3873/aa971f|arXiv:1711.00358|10.1088/1538-3873/aa971f|2017arXiv171100358P,10.1088/1538-3873/aa971f,2018,2018-01-00,"Pass, E.",Pipeline for the Detection of Serendipitous Stellar Occultations by Kuiper Belt Objects with the Colibri Fast-photometry Array
1442,AstroPy,Astropy,0,version used V-AP 1.1.2 <em>Astropy</em> version used V-PD 0.18.1 Pandas version used MID-TRAN 2456196,False,2017ApJS..231...13V,2015arXiv151109108V,HST,The Astrophysical Journal Supplement Series,2015arXiv151109108V|2017ApJS..231...13V|10.3847/1538-4365/aa7750|10.3847/1538-4365/aa7750|arXiv:1511.09108|2015arXiv151109108V,10.3847/1538-4365/aa7750,2017,2017-07-00,"Varley, R.",Wayne—A Simulator for HST  WFC3 IR Grism Spectroscopy
1443,AstroPy,Astropy,0,"of relative photometry To extract the sources photometry and astrometry from our images, we used the <em>astropy</em>",False,2017A&A...608A..66E,2017arXiv170803711E,ESO/Telescopes,Astronomy and Astrophysics,2017arXiv170803711E|2017A&A...608A..66E|10.1051/0004-6361/201730973|2017arXiv170803711E|10.1051/0004-6361/201730973|arXiv:1708.03711,10.1051/0004-6361/201730973,2017,2017-12-00,"Elliott, P.",A deep staring campaign in the σ Orionis cluster. Variability in substellar members
1444,AstroPy,Astropy,0,"13 http:&#x2F;&#x2F;www.numpy.org&#x2F; , astropy14 14 <em>http:&#x2F;&#x2F;www.astropy.org&#x2F;</em> , and CV215 15",False,2018PASP..130a5001V,2017arXiv170905353V,CfA,Publications of the Astronomical Society of the Pacific,2017arXiv170905353V|2018PASP..130a5001V|10.1088/1538-3873/aa9603|2017arXiv170905353V|arXiv:1709.05353|10.1088/1538-3873/aa9603,10.1088/1538-3873/aa9603,2018,2018-01-00,"Villanueva, Steven, Jr.",DEdicated MONitor of EXotransits and Transients (DEMONEXT): System Overview and Year One Results from a Low-cost Robotic Telescope for Followup of Exoplanetary Transits and Transients
1445,AstroPy,Astropy,0,<em>Astropy</em> Collaboration etal. (2013) (red line) and the combined SED (grey line). Bottom panel: MIR excess,True,2018MNRAS.473.2275M,2017arXiv170310891M,ESO/Telescopes,Monthly Notices of the Royal Astronomical Society,2017arXiv170310891M|2018MNRAS.473.2275M|10.1093/mnras/stx2501|10.1093/mnras/stx2501|arXiv:1703.10891|2017arXiv170310891M,10.1093/mnras/stx2501,2018,2018-01-00,"Miszalski, B.",SALT HRS discovery of a long-period double-degenerate binary in the planetary nebula NGC 1360
1446,AstroPy,Astropy,0,". . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 205 A Computer codes 206 A.1 <em>Astropy</em>.northwestern.edu&#x2F;Research&#x2F;Grail_Cluster.php 10 http:&#x2F;&#x2F;www.<em>astropy</em>.org 11 http:&#x2F;&#x2F;www.naturalearthdata.com 12 http:&#x2F;&#x2F;www.mapshaper.org 13 http Universities, Inc. 5 http:&#x2F;&#x2F;www.<em>astropy</em>.org 141 Chapter 7 Fermi, iP T F, and the G R B using HEALPix (Górski et al., 2005). 16 http:&#x2F;&#x2F;www.<em>astropy</em>.org CARMA CARMA CARMA CARMA CARMA CARMA CARMA",True,2015PhDT.........6S,2015arXiv150103765S,Keck,Ph.D. Thesis,2015arXiv150103765S|2015PhDT.........6S|arXiv:1501.03765|2015arXiv150103765S,,2015,2015-00-00,"Singer, Leo P.",The needle in the 100 deg2 haystack: The hunt for binary neutron star mergers with LIGO and Palomar Transient Factory
1447,AstroPy,Astropy,0,"of the following python packages: CosmoHammer [51], FASTELL [52], numpy 8 , scipy 9 , <em>astropy</em> 10 , triangle 11 how to sample the light curves of 8 www.numpy.org www.scipy.org 10 www.<em>astropy</em>.org 11 https",False,2016JCAP...08..020B,2015arXiv151103662B,HST,Journal of Cosmology and Astro-Particle Physics,2015arXiv151103662B|2016JCAP...08..020B|10.1088/1475-7516/2016/08/020|10.1088/1475-7516/2016/08/020|2015arXiv151103662B|arXiv:1511.03662,10.1088/1475-7516/2016/08/020,2016,2016-08-00,"Birrer, Simon",The mass-sheet degeneracy and time-delay cosmography: analysis of the strong lens RXJ1131-1231
1448,AstroPy,Astropy,0,"-weighted centroid, computed using Computing Dendrogram Statistics <em>(Astropy</em> Collaboration etal. 2013). dEffective radius, computed from the total leaf area using Computing Dendrogram Statistics <em>(Astropy</em> Collaboration",True,2016MNRAS.458.1742C,2016MNRAS.tmp..164C|2016arXiv160206196C,Herschel|Spitzer|CfA|Leiden Observatory|JCMT|SMA,Monthly Notices of the Royal Astronomical Society,2016MNRAS.tmp..164C|2016arXiv160206196C|2016MNRAS.458.1742C|10.1093/mnras/stw359|2016MNRAS.tmp..164C|10.1093/mnras/stw359|2016arXiv160206196C|arXiv:1602.06196,10.1093/mnras/stw359,2016,2016-05-00,"Cunningham, Nichol",Submillimeter array observations of NGC 2264-C: molecular outflows and driving sources
1449,AstroPy,Astropy,0,"4.3 (Fruscione et al. 2006), and the <em>Astropy</em> package <em>(Astropy</em> Collaboration et al. 2013). On one",True,2014ApJ...784..137K,2013arXiv1309.7353K,Herschel|CFHT,The Astrophysical Journal,2013arXiv1309.7353K|2014ApJ...784..137K|10.1088/0004-637X/784/2/137|arXiv:1309.7353|10.1088/0004-637X/784/2/137|2013arXiv1309.7353K,10.1088/0004-637X/784/2/137,2014,2014-04-00,"Karouzos, Marios",A Tale of Two Feedbacks: Star Formation in the Host Galaxies of Radio AGNs
1450,AstroPy,Astropy,0,"developed in Python7 7 https:&#x2F;&#x2F;www.python.org , and routines from the Astropy8 8 http:&#x2F;&#x2F;www.<em>astropy</em>.org package <em>(Astropy</em> Collaboration et al. 2013). In order to increase the S&#x2F;N of the extracted spectra,",True,2016ApJS..226...19F,2016arXiv160702511F,Herschel,The Astrophysical Journal Supplement Series,2016arXiv160702511F|10.3847/0067-0049/226/2/19|2016ApJS..226...19F|arXiv:1607.02511|10.3847/0067-0049/226/2/19|2016arXiv160702511F,10.3847/0067-0049/226/2/19,2016,2016-10-00,"Fernández-Ontiveros, Juan Antonio",Far-infrared Line Spectra of Active Galaxies from the Herschel/PACS Spectrometer: The Complete Database
1451,AstroPy,Astropy,0,"in slugpy are provided through <em>astropy</em> <em>(Astropy</em> Collaboration etal. 2013). Thirdly, the code is highly",True,2015MNRAS.452.1447K,2015arXiv150205408K,,Monthly Notices of the Royal Astronomical Society,2015arXiv150205408K|2015MNRAS.452.1447K|10.1093/mnras/stv1374|arXiv:1502.05408|2015arXiv150205408K|10.1093/mnras/stv1374,10.1093/mnras/stv1374,2015,2015-09-00,"Krumholz, Mark R.","SLUG - stochastically lighting up galaxies - III. A suite of tools for simulated photometry, spectroscopy, and Bayesian inference with stochastic stellar populations"
1452,AstroPy,Astropy,0,the angular diameter distances using the Wright (2006) cosmology calculator and <em>astropy</em> <em>(Astropy</em>,True,2016MNRAS.460.2505R,2016MNRAS.tmp..788R|2016arXiv160407836R,,Monthly Notices of the Royal Astronomical Society,2016MNRAS.tmp..788R|2016arXiv160407836R|2016MNRAS.460.2505R|10.1093/mnras/stw1017|2016MNRAS.tmp..788R|10.1093/mnras/stw1017|arXiv:1604.07836|2016arXiv160407836R,10.1093/mnras/stw1017,2016,2016-08-00,"Rexroth, Markus",A new method to break the mass-sheet degeneracy using aperture moments
1453,AstroPy,Astropy,0,"Results The following analysis made use of yt (Turk et al. 2011) for simulation data reduction, <em>Astropy</em> <em>(Astropy</em> Collaboration et al. 2013) for observed data reduction and map projections, and emcee",True,2015ApJ...815...77S,2015arXiv150707935S,,The Astrophysical Journal,2015arXiv150707935S|2015ApJ...815...77S|10.1088/0004-637X/815/1/77|10.1088/0004-637X/815/1/77|2015arXiv150707935S|arXiv:1507.07935,10.1088/0004-637X/815/1/77,2015,2015-12-00,"Salem, Munier",Ram Pressure Stripping of the Large Magellanic Cloud's Disk as a Probe of the Milky Way's Circumgalactic Medium
1454,AstroPy,Astropy,0,"release. Furthermore, thanks to projects like IPython (Prez and Granger, 2007) and <em>AstroPy</em> <em>(Astropy</em>",True,2015A&C....11...25S,2015arXiv150301526S,,Astronomy and Computing,2015arXiv150301526S|2015A&C....11...25S|10.1016/j.ascom.2015.03.002|arXiv:1503.01526|10.1016/j.ascom.2015.03.002|2015arXiv150301526S,10.1016/j.ascom.2015.03.002,2015,2015-06-00,"Swinbank, John D.",The LOFAR Transients Pipeline
1455,AstroPy,Astropy,0,"and the <em>Astropy</em> astronomical python package <em>(Astropy</em> Collaboration et al. 2013), using standard IRAF long",True,2017ApJ...840...87R,2016arXiv161003867R,CfA,The Astrophysical Journal,2016arXiv161003867R|2017ApJ...840...87R|10.3847/1538-4357/840/2/87|arXiv:1610.03867|10.3847/1538-4357/840/2/87|2016arXiv161003867R,10.3847/1538-4357/840/2/87,2017,2017-05-00,"Riedel, Adric R.",Young Stars with SALT
1456,AstroPy,Astropy,0,"(its successor <em>astropy</em> can be used as well). In addition to installing all prerequisites, a number of Solaris 10",True,2016SPIE.9913E..07S,,,Software and Cyberinfrastructure for Astronomy IV,2016SPIE.9913E..07S|10.1117/12.2231531|10.1117/12.2231531,10.1117/12.2231531,2016,2016-08-00,"Schindler, Karsten",Computer-aided star pattern recognition with astrometry.net: in-flight support of telescope operations on SOFIA
1457,AstroPy,Astropy,0,"package uses the following packages: AstroPy1, NumPy2, and SciPy3. <em>AstroPy</em> was used for FITS file",False,2016A&A...588A.140M,,HST,Astronomy and Astrophysics,2016A&A...588A.140M|10.1051/0004-6361/201527724|10.1051/0004-6361/201527724,10.1051/0004-6361/201527724,2016,2016-04-00,"Meillier, Céline","SELFI: an object-based, Bayesian method for faint emission line source detection in MUSE deep field data cubes"
1458,AstroPy,Astropy,0,of the LSST data management software stack with <em>Astropy</em> [9913-16] 9913 0H VIALACTEA knowledge base,False,2016SPIE.9913E....C,,,Software and Cyberinfrastructure for Astronomy IV,2016SPIE.9913E....C|10.1117/12.2254988|10.1117/12.2254988,10.1117/12.2254988,2016,2016-08-00,"Chiozzi, Gianluca",Software and Cyberinfrastructure for Astronomy IV
1459,AstroPy,Astropy,0,"the interface and plots, <em>astropy</em> and numpy for units and data mangement, galpy to construct the rotation",False,2017arXiv170501665G,,,arXiv e-prints,2017arXiv170501665G|arXiv:1705.01665,,2017,2017-05-00,"Granados, Andrés",GalRotpy: an educational tool to understand and parametrize the rotation curve and gravitational potential of disk-like galaxies
1460,AstroPy,Astropy,0,"including the python-based astronomy library astropy6 <em>(Astropy</em> Collaboration et#x00A0;al.#x00A0;2013),",True,2017MNRAS.467.3576M,2016arXiv160909085M,Leiden Observatory|ESO/Telescopes,Monthly Notices of the Royal Astronomical Society,2016arXiv160909085M|2017MNRAS.467.3576M|10.1093/mnras/stx342|2016arXiv160909085M|10.1093/mnras/stx342|arXiv:1609.09085,10.1093/mnras/stx342,2017,2017-05-00,"Morrison, C. B.",the-wizz: clustering redshift estimation for everyone
