,Alias,Software_Package,Identifier,Highlight,Citation,Bibcode,Alternate_Bibcode,BibGroup,Publisher,Article_ID,DOI,Pub_Year,Pub_Date,Author,Title
1371,AstroPy,Astropy,0,"1. A Python 2.7 interpreter with numpy, <em>astropy,</em> and matplotlib. 2. lacewing.pythe main routines from a comma-separated value file: LACEwING (using the <em>astropy</em>.io.ascii module) looks for a one group. A.4. lacewing_uvwxyz.py Requirements: 1. A Python 2.7 interpreter with numpy, <em>astropy,</em> <em>astropy,</em> and matplotlib 2. tracewing.pythe kinematic traceback tool 3. lacewing.pyfor the csv loader",True,2017AJ....153...95R,2017arXiv170202219R,,The Astronomical Journal,2017arXiv170202219R|2017AJ....153...95R|10.3847/1538-3881/153/3/95|2017arXiv170202219R|arXiv:1702.02219|10.3847/1538-3881/153/3/95,10.3847/1538-3881/153/3/95,2017,2017-03-00,"Riedel, Adric R.",LACEwING: A New Moving Group Analysis Code
1372,AstroPy,Astropy,0,"and comments. This research made use of <em>Astropy,</em> a community-developed core Python package for Astronomy <em>(Astropy</em> Collaboration et al. 2013); matplotlib, a Python library for publication quality graphics (Hunter 451 <em>Astropy</em> Collaboration, Robitaille, T. P., Tollerud, E. J., et al. 2013, A&amp;A, 558, A33 Barbon, R.,",True,2017arXiv170702543S,,,arXiv e-prints,2017arXiv170702543S|arXiv:1707.02543,,2017,2017-07-00,"Sun, Fengwu",Quantitative Classification of Type I Supernovae Using Spectroscopic Features at Maximum Brightness
1373,AstroPy,Astropy,0,"of the National Astronomical Observatory of Japan (NAOJ), and made use of <em>Astropy,</em> a community-developed core Python package for Astronomy <em>(Astropy</em> Collaboration et al. 2013), APLpy, an open-source plotting package 212, 1 Arnal, E. M., &amp; Goss, W. M. 1985, A&amp;A, 145, 369 <em>Astropy</em> Collaboration, Robitaille, T. P.,",True,2017arXiv171101695F,,,arXiv e-prints,2017arXiv171101695F|arXiv:1711.01695,,2017,2017-11-00,"Fujita, Shinji",Massive star formation in W51A triggered by cloud-cloud collisions
1374,AstroPy,Astropy,0,We compute the robust statistics using the implementation of <em>astropy</em>.stats.biweight location and <em>astropy</em>.stats.biweight midvariance from Robitaille et al. (2013) as part of <em>ASTROPY.</em> 3.5 2D vs 1D Offsets In the following,True,2017arXiv170300010N,,,arXiv e-prints,2017arXiv170300010N|arXiv:1703.00010,,2017,2017-02-00,"Ng, Karen Y.",Offsets between member galaxies and dark matter in clusters: a test with the Illustris simulation
1375,AstroPy,Astropy,0,"for Astronomy <em>(Astropy</em> Collaboration et al. 2013). 8 http:&#x2F;&#x2F;www.<em>astropy</em>.org © 0000 RAS, MNRAS 000, 000.6917 <em>Astropy</em> Collaboration Robitaille T. P., Tollerud E. J., Greenfield P., Droettboom M., Bray E., Aldcroft",True,2014arXiv1405.6219F,,,arXiv e-prints,2014arXiv1405.6219F|arXiv:1405.6219,,2014,2014-05-00,"Feng, L.",Detectability of Late-Time Radio Afterglows from Compact Binary Coalescence
1376,AstroPy,Astropy,0,"E., &amp; Ho, P. T. P. 2005, ApJ, 624, L49 The <em>Astropy</em> Collaboration, Robitaille, T. P., Tollerud, E. J., France; APLpy, an open-source plotting package for Python hosted at http:&#x2F;&#x2F;aplpy.github.com; <em>Astropy,</em> a community-developed core Python package for Astronomy (The <em>Astropy</em> Collaboration et al. 2013); pyspeckit,",True,2017arXiv171204735K,,,arXiv e-prints,2017arXiv171204735K|arXiv:1712.04735,,2017,2017-12-00,"Klaassen, P. D.",The evolution of young HII regions
1377,AstroPy,Astropy,0,"’s Astrophysics Data System Bibliographic Services. This research made use of <em>Astropy,</em> a community-developed core Python package for Astronomy <em>(Astropy</em> Collaboration, 2013). REFERENCES Allison J. R. et al., 2015,",True,2017arXiv170908634G,,,arXiv e-prints,2017arXiv170908634G|arXiv:1709.08634,,2017,2017-09-00,"Glowacki, M.",WISE data as a photometric redshift indicator for radio AGN
1378,AstroPy,Astropy,0,"of MASSCLEAN tools, AMUSE33, AstroML (Vanderplas et al. 2012)34, and <em>Astropy</em> <em>(Astropy</em> Collaboration et al.",True,2015A&A...576A...6P,2014arXiv1412.2366P,,Astronomy and Astrophysics,2014arXiv1412.2366P|2015A&A...576A...6P|10.1051/0004-6361/201424946|10.1051/0004-6361/201424946|2014arXiv1412.2366P|arXiv:1412.2366,10.1051/0004-6361/201424946,2015,2015-04-00,"Perren, G. I.",ASteCA: Automated Stellar Cluster Analysis
1379,AstroPy,Astropy,0,and the GW source were fit simultaneously using the <em>astropy</em> modelling package <em>(Astropy</em> Collaboration et al.,True,2017PASA...34...69A,2017arXiv171005846A,,Publications of the Astronomical Society of Australia,2017arXiv171005846A|2017PASA...34...69A|10.1017/pasa.2017.65|arXiv:1710.05846|2017arXiv171005846A|10.1017/pasa.2017.65,10.1017/pasa.2017.65,2017,2017-12-00,"Andreoni, I.",Follow Up of GW170817 and Its Electromagnetic Counterpart by Australian-Led Observing Programmes
1380,AstroPy,Astropy,0,"(attributes). The fits header is stored in this way, and an <em>astropy</em> <em>(Astropy</em> Collaboration etal.2013) WCS",True,2018MNRAS.473.2965M,2017arXiv170900312M,,Monthly Notices of the Royal Astronomical Society,2017arXiv170900312M|2018MNRAS.473.2965M|10.1093/mnras/stx2284|arXiv:1709.00312|10.1093/mnras/stx2284|2017arXiv170900312M,10.1093/mnras/stx2284,2018,2018-01-00,"Morgan, J. S.",Interplanetary Scintillation with the Murchison Widefield Array I: a sub-arcsecond survey over 900 deg<SUP>2</SUP> at 79 and 158 MHz
1381,AstroPy,Astropy,0,"and within the <em>Astropy</em> <em>(Astropy</em> Collaboration, 2013; Dencheva etal., inpress) and International Virtual Observatory",True,2016A&C....15...33B,2016arXiv160206681B,,Astronomy and Computing,2016arXiv160206681B|2016A&C....15...33B|10.1016/j.ascom.2016.02.003|arXiv:1602.06681|10.1016/j.ascom.2016.02.003|2016arXiv160206681B,10.1016/j.ascom.2016.02.003,2016,2016-04-00,"Berry, David S.",AST: A library for modelling and manipulating coordinate systems
1382,AstroPy,Astropy,0,"is performed using <em>astropy,</em> a community-developed core Python package for Astronomy <em>(Astropy</em> Collaboration",True,2017MNRAS.464.1146H,2016arXiv161008318H,CfA,Monthly Notices of the Royal Astronomical Society,2016arXiv161008318H|10.1093/mnras/stw2337|2017MNRAS.464.1146H|arXiv:1610.08318|2016arXiv161008318H|10.1093/mnras/stw2337,10.1093/mnras/stw2337,2017,2017-01-00,"Hurley-Walker, N.",GaLactic and Extragalactic All-sky Murchison Widefield Array (GLEAM) survey - I. A low-frequency extragalactic catalogue
1383,AstroPy,Astropy,0,"within the <em>Astropy</em> <em>(Astropy</em> Collaboration etal. 2013) package. Sigma-clipping, however, can still be affected by",True,2016MNRAS.456.3335S,2015arXiv151202733S,Herschel,Monthly Notices of the Royal Astronomical Society,2015arXiv151202733S|10.1093/mnras/stv2828|2016MNRAS.456.3335S|2015arXiv151202733S|arXiv:1512.02733|10.1093/mnras/stv2828,10.1093/mnras/stv2828,2016,2016-03-00,"Shimizu, T. Taro",Herschel far-infrared photometry of the Swift Burst Alert Telescope active galactic nuclei sample of the local universe - II. SPIRE observations
1384,AstroPy,Astropy,0,#x00A0;s#x2212;1#x00A0;Mpc#x2212;1 was used. The code used in this analysis makes use of the <em>astropy</em> python package <em>(Astropy</em> Collaboration,True,2017MNRAS.468.4702R,2017arXiv170104852R,NOAO|ESO/Telescopes|Gemini,Monthly Notices of the Royal Astronomical Society,2017arXiv170104852R|2017MNRAS.468.4702R|10.1093/mnras/stx728|arXiv:1701.04852|10.1093/mnras/stx728|2017arXiv170104852R,10.1093/mnras/stx728,2017,2017-07-00,"Reed, S. L.","Eight new luminous z ≥ 6 quasars discovered via SED model fitting of VISTA, WISE and Dark Energy Survey Year 1 observations"
1385,AstroPy,Astropy,0,"we developed based on <em>Astropy</em> <em>(Astropy</em> Collaboration et al. 2013), and its affiliated package Photutils.",True,2017ApJ...842..133L,2017arXiv170305293L,NOAO|CFHT,The Astrophysical Journal,2017arXiv170305293L|10.3847/1538-4357/aa7575|2017ApJ...842..133L|arXiv:1703.05293|2017arXiv170305293L|10.3847/1538-4357/aa7575,10.3847/1538-4357/aa7575,2017,2017-06-00,"Leisman, Lukas",(Almost) Dark Galaxies in the ALFALFA Survey: Isolated H I-bearing Ultra-diffuse Galaxies
1386,AstroPy,Astropy,0,"made with <em>AstroPy</em> <em>(Astropy</em> Collaboration et al. 2013). To obtain photometry of our targets, astrometric R.A.",True,2017AJ....153..116R,,,The Astronomical Journal,2017AJ....153..116R|10.3847/1538-3881/153/3/116|10.3847/1538-3881/153/3/116,10.3847/1538-3881/153/3/116,2017,2017-03-00,"Ryan, Erin Lee",Trojan Asteroids in the Kepler Campaign 6 Field
1387,AstroPy,Astropy,0,"resolution of 11farcs0, using the <em>Astropy</em> Collaboration et al. (2013) package convolve_fft and kernels (Jacob et al. 2010) Python wrapper.99http:&#x2F;&#x2F;www.<em>astropy</em>.org&#x2F;montage-wrapper For any direct comparison,",True,2015ApJ...798...24K,2014arXiv1410.6158K,NOAO|Herschel,The Astrophysical Journal,2014arXiv1410.6158K|10.1088/0004-637X/798/1/24|2015ApJ...798...24K|10.1088/0004-637X/798/1/24|2014arXiv1410.6158K|arXiv:1410.6158,10.1088/0004-637X/798/1/24,2015,2015-01-00,"Kapala, M. J.",The Survey of Lines in M31 (SLIM): Investigating the Origins of [C II] Emission
1388,AstroPy,Astropy,0,in the residuals by generating a LombScargle periodogram with the built-in function from the <em>astropy</em> package <em>(Astropy</em> Collaboration et al. 2013). A single sinusoid is fit to the residual data with a period,True,2018ApJ...855....1G,2018arXiv180200468G,,The Astrophysical Journal,2018arXiv180200468G|2018ApJ...855....1G|10.3847/1538-4357/aaac80|2018arXiv180200468G|10.3847/1538-4357/aaac80|arXiv:1802.00468,10.3847/1538-4357/aaac80,2018,2018-03-00,"Gardner, Tyler",Precision Orbit of δ Delphini and Prospects for Astrometric Detection of Exoplanets
1389,AstroPy,Astropy,0,"Meyerdierks, 1991), and software efforts underway in scientific programming communities such as <em>Astropy</em> <em>(Astropy</em> Collaboration, 2013). Each of these has valuable insight into the requirements.Nevertheless,",True,2015A&C....12..133T,2015arXiv150200996T,CfA,Astronomy and Computing,2015arXiv150200996T|2015A&C....12..133T|10.1016/j.ascom.2015.01.009|2015arXiv150200996T|arXiv:1502.00996|10.1016/j.ascom.2015.01.009,10.1016/j.ascom.2015.01.009,2015,2015-09-00,"Thomas, B.",Learning from FITS: Limitations in use in modern astronomical research
1390,AstroPy,Astropy,0,using iPython (Prez Granger 2007) and <em>astropy</em> <em>(Astropy</em> Collaboration et al. 2013) and matplotlib (Hunter 2007),True,2016ApJ...828...21N,2016arXiv160700013N,Leiden Observatory|Keck|NOAO,The Astrophysical Journal,2016arXiv160700013N|2016ApJ...828...21N|10.3847/0004-637X/828/1/21|arXiv:1607.00013|2016arXiv160700013N|10.3847/0004-637X/828/1/21,10.3847/0004-637X/828/1/21,2016,2016-09-00,"Nanayakkara, Themiya",ZFIRE: A KECK/MOSFIRE Spectroscopic Survey of Galaxies in Rich Environments at z ̃ 2
1391,AstroPy,Astropy,0,"This research made use of <em>Astropy,</em> a community-developed core Python package for Astronomy <em>Astropy</em>",False,2016ApJ...833..231T,2016arXiv160103440T,Spitzer,The Astrophysical Journal,2016arXiv160103440T|2016ApJ...833..231T|10.3847/1538-4357/833/2/231|arXiv:1601.03440|2016arXiv160103440T|10.3847/1538-4357/833/2/231,10.3847/1538-4357/833/2/231,2016,2016-12-00,"Tinyanont, Samaporn",A Systematic Study of Mid-infrared Emission from Core-collapse Supernovae with SPIRITS
1392,AstroPy,Astropy,0,(MAD) and the corresponding standard deviation sgrMAD using <em>Astropy</em> <em>(Astropy</em> Collaboration et al.,True,2017ApJ...849....1K,2016arXiv160608435K,Herschel,The Astrophysical Journal,2016arXiv160608435K|2017ApJ...849....1K|10.3847/1538-4357/849/1/1|2016arXiv160608435K|10.3847/1538-4357/849/1/1|arXiv:1606.08435,10.3847/1538-4357/849/1/1,2017,2017-11-00,"Koepferl, Christine M.","Insights from Synthetic Star-forming Regions. II. Verifying Dust Surface Density, Dust Temperature, and Gas Mass Measurements with Modified Blackbody Fitting"
1393,AstroPy,Astropy,0,with the <em>astropy</em> coordinates package.4 4 <em>http:&#x2F;&#x2F;docs.astropy.org&#x2F;en&#x2F;stable&#x2F;coordinates&#x2F;</em> Because the inter,False,2016ApJ...832..110C,2016arXiv161000715C,ALMA|CfA,The Astrophysical Journal,2016arXiv161000715C|2016ApJ...832..110C|10.3847/0004-637X/832/2/110|arXiv:1610.00715|10.3847/0004-637X/832/2/110|2016arXiv161000715C,10.3847/0004-637X/832/2/110,2016,2016-12-00,"Cleeves, L. Ilsedore",The Coupled Physical Structure of Gas and Dust in the IM Lup Protoplanetary Disk
1394,AstroPy,Astropy,0,We used the modelling and fitting framework of the <em>Astropy</em> software package <em>(Astropy</em> Collaboration et al. 2013),True,2017A&A...603A..74C,2017arXiv170208583C,ESO/Telescopes|HST|Gemini,Astronomy and Astrophysics,2017arXiv170208583C|2017A&A...603A..74C|10.1051/0004-6361/201527494|arXiv:1702.08583|2017arXiv170208583C|10.1051/0004-6361/201527494,10.1051/0004-6361/201527494,2017,2017-07-00,"Csépány, Gergely",Multi-epoch observations with high spatial resolution of multiple T Tauri systems
1395,AstroPy,Astropy,0,"2011), and <em>astropy</em> <em>(Astropy</em> Collaboration et al. 2013). The additive factor to translate observed",True,2015ApJ...815....4N,2015arXiv151007116N,Spitzer,The Astrophysical Journal,2015arXiv151007116N|2015ApJ...815....4N|10.1088/0004-637X/815/1/4|2015arXiv151007116N|arXiv:1510.07116|10.1088/0004-637X/815/1/4,10.1088/0004-637X/815/1/4,2015,2015-12-00,"Ninan, J. P.","V899 Mon: An Outbursting Protostar with a Peculiar Light Curve, and Its Transition Phases"
1396,AstroPy,Astropy,0,using the extinction reddening function from the <em>Astropy</em>-affiliated package specutils.8 8 https:&#x2F;&#x2F;github.com&#x2F;<em>astropy</em>,False,2017PASP..129d4202L,2016arXiv160808631L,,Publications of the Astronomical Society of the Pacific,2016arXiv160808631L|2017PASP..129d4202L|10.1088/1538-3873/aa5e49|2016arXiv160808631L|10.1088/1538-3873/aa5e49|arXiv:1608.08631,10.1088/1538-3873/aa5e49,2017,2017-04-00,"Lusk, Jeremy A.",Bolometric Light Curves of Peculiar Type II-P Supernovae
1397,AstroPy,Astropy,0,"and width of the H, H, and lines from the AGES spectra using routines in <em>astropy</em> <em>(Astropy</em> Collaboration",True,2018MNRAS.475.3429W,2017arXiv171110504W|2018MNRAS.tmp..105W,Leiden Observatory|Herschel|Spitzer|NOAO,Monthly Notices of the Royal Astronomical Society,2017arXiv171110504W|2018MNRAS.tmp..105W|2018MNRAS.475.3429W|10.1093/mnras/sty026|2017arXiv171110504W|2018MNRAS.tmp..105W|arXiv:1711.10504|10.1093/mnras/sty026,10.1093/mnras/sty026,2018,2018-04-00,"Williams, W. L.",LOFAR-Boötes: properties of high- and low-excitation radio galaxies at 0.5 &lt; z &lt; 2.0
1398,AstroPy,Astropy,0,given in Julian Date (JD) to barycentric Julian Date (BJD) using the Python package <em>astropy</em> and the DE423 solar system ephemeris from JPL.4 4 http:&#x2F;&#x2F;docs.<em>astropy</em>.org,True,2017ApJ...840....1M,2017arXiv170405502M,,The Astrophysical Journal,2017arXiv170405502M|2017ApJ...840....1M|10.3847/1538-4357/aa6ba7|10.3847/1538-4357/aa6ba7|2017arXiv170405502M|arXiv:1704.05502,10.3847/1538-4357/aa6ba7,2017,2017-05-00,"Molnar, Lawrence A.",Prediction of a Red Nova Outburst in KIC 9832227
1399,AstroPy,Astropy,0,is calculated from these measurements. The photutils (Bradley et al. 2016) and <em>astropy</em> <em>(Astropy</em> Collaboration,True,2018ApJ...854...62L,2017arXiv170904469L,Spitzer|CfA,The Astrophysical Journal,2017arXiv170904469L|2018ApJ...854...62L|10.3847/1538-4357/aaa8db|10.3847/1538-4357/aaa8db|arXiv:1709.04469|2017arXiv170904469L,10.3847/1538-4357/aaa8db,2018,2018-02-00,"Leja, Joel",Hot Dust in Panchromatic SED Fitting: Identification of Active Galactic Nuclei and Improved Galaxy Properties
1400,AstroPy,Astropy,0,".Gaussian1DKernel function of the python package <em>astropy</em> <em>(Astropy</em> Collaboration#x00A0;2013). However, it is clear",True,2017MNRAS.466..798C,2016arXiv160708538C,,Monthly Notices of the Royal Astronomical Society,2016arXiv160708538C|2017MNRAS.466..798C|10.1093/mnras/stw3020|2016arXiv160708538C|10.1093/mnras/stw3020|arXiv:1607.08538,10.1093/mnras/stw3020,2017,2017-04-00,"Cappellari, Michele",Improving the full spectrum fitting method: accurate convolution with Gauss-Hermite functions
1401,AstroPy,Astropy,0,"This research also made use of <em>Astropy,</em> a community-developed core Python package for Astronomy <em>(Astropy</em>",True,2015ApJ...806..260F,2015arXiv150500265F,ALMA|HST,The Astrophysical Journal,2015arXiv150500265F|2015ApJ...806..260F|10.1088/0004-637X/806/2/260|arXiv:1505.00265|10.1088/0004-637X/806/2/260|2015arXiv150500265F,10.1088/0004-637X/806/2/260,2015,2015-06-00,"Ferkinhoff, Carl",Band-9 ALMA Observations of the [N II] 122 μm Line and FIR Continuum in Two High-z galaxies.
1402,AstroPy,Astropy,0,"Pierfederici, F., Pontzen, A., Ptak, A., Refsdal, B., Servillat, M., and Streicher, O., “<em>Astropy:</em> A community",False,2016SPIE.9908E..5VG,,,Ground-based and Airborne Instrumentation for Astronomy VI,2016SPIE.9908E..5VG|10.1117/12.2234461|10.1117/12.2234461,10.1117/12.2234461,2016,2016-08-00,"Gee, Wilfred T.",Project PANOPTES: a citizen-scientist exoplanet transit survey using commercial digital cameras
1403,AstroPy,Astropy,0,"interoperability of the LSST data management software stack with <em>astropy</em>,” Proc. SPIE 9913, Paper 16, in press",False,2016SPIE.9906E..3BT,,,Ground-based and Airborne Telescopes VI,2016SPIE.9906E..3BT|10.1117/12.2231798|10.1117/12.2231798,10.1117/12.2231798,2016,2016-08-00,"Thomas, Sandrine J.",LSST active optics system software architecture
1404,AstroPy,Astropy,0,13.Simulated spot for various defocus positions. The code makes good use of the <em>astropy</em>,False,2016SPIE.9908E..7WP,,,Ground-based and Airborne Instrumentation for Astronomy VI,2016SPIE.9908E..7WP|10.1117/12.2231724|10.1117/12.2231724,10.1117/12.2231724,2016,2016-08-00,"Perruchot, S.",Integration and testing of the DESI spectrograph prototype
1405,AstroPy,Astropy,0,employing astrometry.net and the Python package <em>Astropy</em> (Greenfield etal. 2014) to determine the positions,True,2016MNRAS.463..441B,2016MNRAS.tmp.1186B,,Monthly Notices of the Royal Astronomical Society,2016MNRAS.tmp.1186B|2016MNRAS.463..441B|10.1093/mnras/stw1979|10.1093/mnras/stw1979|2016MNRAS.tmp.1186B,10.1093/mnras/stw1979,2016,2016-11-00,"Blaauw, R. C.",Optical meteor fluxes and application to the 2015 Perseids
1406,AstroPy,Astropy,0,and <em>astropy.</em> For simulations of a mirror with a large number of segments some of the routines,False,2016SPIE.9906E..69S,,,Ground-based and Airborne Telescopes VI,2016SPIE.9906E..69S|10.1117/12.2231881|10.1117/12.2231881,10.1117/12.2231881,2016,2016-07-00,"Skvarč, Jure",Fast tip-tilt segment alignment for segmented mirrors
1407,AstroPy,Astropy,0,"we have chosen to develop it in the Python language, using the Numpy, Scipy and <em>Astropy</em> libraries. This greatly simplifies",False,2016SPIE.9911E..1ZP,,,"Modeling, Systems Engineering, and Project Management for Astronomy VI",2016SPIE.9911E..1ZP|10.1117/12.2232440|10.1117/12.2232440,10.1117/12.2232440,2016,2016-08-00,"Piqueras, Laure",Preliminary design of the HARMONI science software
1408,AstroPy,Astropy,0,"libraries including numpy, <em>astropy,</em> scipy and matplotlib. The software is written mainly in the procedural",False,2016SPIE.9910E..2ET,,,"Observatory Operations: Strategies, Processes, and Systems VI",2016SPIE.9910E..2ET|10.1117/12.2230963|10.1117/12.2230963,10.1117/12.2230963,2016,2016-07-00,"Tran, H. D.",Data reduction pipelines for the Keck Observatory Archive
1409,AstroPy,Astropy,0,of each night. Analysis was performed using the <em>astropy.stats.</em> LombScargle package. Fig.4 shows the resulting,False,2018MNRAS.475.1036C,2017arXiv171202349C,GTC|ESO/Telescopes|Gemini,Monthly Notices of the Royal Astronomical Society,2017arXiv171202349C|2018MNRAS.475.1036C|10.1093/mnras/stx3156|2017arXiv171202349C|10.1093/mnras/stx3156|arXiv:1712.02349,10.1093/mnras/stx3156,2018,2018-03-00,"Corral-Santana, Jesús M.",The long-term optical evolution of the black hole candidate MAXI J1659-152
1410,AstroPy,Astropy,0,"affiliated package of <em>astropy</em> (Ginsburg etal.2017). Given the APEX beam size of 10000km at the comet,",True,2018MNRAS.474.1099D,2017arXiv171011117D,,Monthly Notices of the Royal Astronomical Society,2017arXiv171011117D|2018MNRAS.474.1099D|10.1093/mnras/stx2802|arXiv:1710.11117|2017arXiv171011117D|10.1093/mnras/stx2802,10.1093/mnras/stx2802,2018,2018-02-00,"de Val-Borro, M.",Measuring molecular abundances in comet C/2014 Q2 (Lovejoy) using the APEX telescope
1411,AstroPy,Astropy,0,"are within the required angular range. We use a KD-Tree implementation in the <em>astropy</em> package, which can perform a k",False,2017MNRAS.472..799V,2017arXiv170503190V,,Monthly Notices of the Royal Astronomical Society,2017arXiv170503190V|2017MNRAS.472..799V|10.1093/mnras/stx2088|arXiv:1705.03190|2017arXiv170503190V|10.1093/mnras/stx2088,10.1093/mnras/stx2088,2017,2017-11-00,"Vadai, Yishay",The effect of interstellar absorption on measurements of the baryon acoustic peak in the Lyman α forest
1412,AstroPy,Astropy,0,piece of code∗ : &gt;&gt; from <em>astropy</em>.time import Time &gt;&gt; def getObservationIdentifier(): &gt;&gt; return,True,2016SPIE.9913E..2OD,,,Software and Cyberinfrastructure for Astronomy IV,2016SPIE.9913E..2OD|10.1117/12.2232025|10.1117/12.2232025,10.1117/12.2232025,2016,2016-08-00,"Daly, Philip N.",LSST OCS status and plans
1413,AstroPy,Astropy,0,-2.seti.org&#x2F;tools&#x2F;ephem2_jup.html Pyephem: http:&#x2F;&#x2F;www.<em>astropy</em>.org ALPO Japan: http:&#x2F;&#x2F;alpo-j.asahikawa-med.ac.jp&#x2F;Latest&#x2F;Jupiter.htm PVOL:,False,2016EJPh...37f5601O,,,European Journal of Physics,2016EJPh...37f5601O|10.1088/0143-0807/37/6/065601|10.1088/0143-0807/37/6/065601,10.1088/0143-0807/37/6/065601,2016,2016-11-00,"Ordonez-Etxeberria, I.",Introducing gravitational resonances from simple observations of Jupiter’s Galilean satellites
1414,AstroPy,Astropy,0,https:&#x2F;&#x2F;docs.continuum.io&#x2F;anaconda&#x2F; index 5 http:&#x2F;&#x2F;www.<em>astropy</em>.org 6 http:&#x2F;&#x2F;www.astromatic.net&#x2F;software&#x2F; sextractor 7,False,2018MmSAI..89..223G,2018arXiv180201692G,,Memorie della Societa Astronomica Italiana,2018arXiv180201692G|2018MmSAI..89..223G|2018arXiv180201692G|arXiv:1802.01692,,2018,2018-00-00,"Grado, A.",Gravitational Waves optical follow-up at VST .
1415,AstroPy,Astropy,0,"using the astroscrappy package <em>(https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;astroscrappy).Note</em> that given the distance of OGLE14-073,",True,2017NatAs...1..713T,2017NatAs...1E.228T|2017arXiv170910475T,Gemini|CfA,Nature Astronomy,2017NatAs...1E.228T|2017arXiv170910475T|10.1038/s41550-017-0228-8|2017NatAs...1..713T|arXiv:1709.10475|2017NatAs...1E.228T|10.1038/s41550-017-0228-8|2017arXiv170910475T,10.1038/s41550-017-0228-8,2017,2017-09-00,"Terreran, G.",Hydrogen-rich supernovae beyond the neutrino-driven core-collapse paradigm
1416,AstroPy,Astropy,0,"for that filter, using the convolve_fft function within the <em>astropy</em>.convolution Python package. A cluster galaxy",False,2017ApJ...843...79R,2017arXiv170700704R,HST,The Astrophysical Journal,2017arXiv170700704R|10.3847/1538-4357/aa775e|2017ApJ...843...79R|10.3847/1538-4357/aa775e|arXiv:1707.00704|2017arXiv170700704R,10.3847/1538-4357/aa775e,2017,2017-07-00,"Rigby, J. R.",Star Formation at z = 2.481 in the Lensed Galaxy SDSS J1110+6459. II. What is Missed at the Normal Resolution of the Hubble Space Telescope?
1417,AstroPy,Astropy,0,them on to the area with Fermi-LATs sky map using the Healpy package7 and <em>Astropy</em> package8. Both calibration,False,2016A&A...595A..29S,,,Astronomy and Astrophysics,10.1051/0004-6361/201629069|2016A&A...595A..29S|10.1051/0004-6361/201629069,10.1051/0004-6361/201629069,2016,2016-10-00,"Sun, Xiao-na",Giant lobes of Centaurus A as seen in radio and γ-ray images obtained with the Fermi-LAT and Planck satellites
1418,AstroPy,Astropy,0,and <em>astropy</em> packages to do so automatically for all the filters. We used the Gaia47 DR148 catalogue,False,2018NatAs...2..465V,2018arXiv180301006V|2018NatAs.tmp...34V,ESO/Telescopes|Chandra|HST,Nature Astronomy,2018arXiv180301006V|2018NatAs.tmp...34V|10.1038/s41550-018-0433-0|2018NatAs...2..465V|10.1038/s41550-018-0433-0|arXiv:1803.01006|2018arXiv180301006V|2018NatAs.tmp...34V,10.1038/s41550-018-0433-0,2018,2018-04-00,"Vogt, Frédéric P. A.",Identification of the central compact object in the young supernova remnant 1E 0102.2-7219
1419,AstroPy,Astropy,0,".7.External routines: numpy, quantities, matplotlib, requests, <em>astropy,</em> seaborn, pandas, sixNature of problem:",False,2016CoPhC.207..298V,2015arXiv151002738V,,Computer Physics Communications,2015arXiv151002738V|2016CoPhC.207..298V|10.1016/j.cpc.2016.05.009|10.1016/j.cpc.2016.05.009|2015arXiv151002738V|arXiv:1510.02738,10.1016/j.cpc.2016.05.009,2016,2016-10-00,"Varley, Ryan",ExoData: A Python package to handle large exoplanet catalogue data
1420,AstroPy,Astropy,0,See http:&#x2F;&#x2F;matplotlib.org&#x2F;. 5 See <em>http:&#x2F;&#x2F;docs.astropy.org&#x2F;en&#x2F;stable&#x2F;.</em> 6 See https:&#x2F;&#x2F;docs.scipy.org&#x2F;doc&#x2F;. 168 Page 12 of 12,False,2017SoPh..292..168M,2017arXiv171010525M,,Solar Physics,2017arXiv171010525M|2017SoPh..292..168M|10.1007/s11207-017-1193-1|10.1007/s11207-017-1193-1|arXiv:1710.10525|2017arXiv171010525M,10.1007/s11207-017-1193-1,2017,2017-11-00,"Mohan, Atul",4D Data Cubes from Radio-Interferometric Spectroscopic Snapshot Imaging
1421,AstroPy,Astropy,0,"pymultinest, <em>astropy,</em> matplotlib REFERENCES Abbott, B. P., Abbott, R., Abbott, T. D., et al. 2017a, PhRvL,",False,2017arXiv171008362B,,,arXiv e-prints,2017arXiv171008362B|arXiv:1710.08362,,2017,2017-10-00,"Burgess, J. Michael",A Bayesian Fermi-GBM Short GRB Spectral Catalog
1422,AstroPy,Astropy,0,here with the <em>astropy</em>.stats.LombScargle routine within Python (www.python.org)),True,2017JAVSO..45...30P,2016arXiv161103334P,,Journal of the American Association of Variable Star Observers (JAAVSO),2016arXiv161103334P|2017JAVSO..45...30P|2016arXiv161103334P|arXiv:1611.03334,,2017,2017-06-00,"Percy, J. R.",Studies of the Long Secondary Periods in Pulsating Red Giants. II. Lower-Luminosity Stars
1423,AstroPy,Astropy,0,cosmology (Planck Collaboration XIII2016) encoded in <em>astropy</em> (v1.3). All of the calculations,True,2018MNRAS.474..318P,2017arXiv171100323P,,Monthly Notices of the Royal Astronomical Society,2017arXiv171100323P|2018MNRAS.474..318P|10.1093/mnras/stx2824|2017arXiv171100323P|arXiv:1711.00323|10.1093/mnras/stx2824,10.1093/mnras/stx2824,2018,2018-02-00,"Prochaska, J. Xavier",The astrophysical consequences of intervening galaxy gas on fast radio bursts
